path2,desc
sample_fashion_dataset/34317.jpg,Myntra Men Red Freedom Warior T-shirt for Casual usage in Summer
sample_fashion_dataset/25003.jpg,United Colors of Benetton Men Blue Check Shirt for Casual usage in Summer
sample_fashion_dataset/30802.jpg,Fabindia Men Blue Shirt for Ethnic usage in Summer
sample_fashion_dataset/23142.jpg,Quechua Men Fleece Red Sweatshirt for Casual usage in Fall
sample_fashion_dataset/7289.jpg,Mickey Men's Goofy's Running Royal Blue T-shirt for Casual usage in Fall
sample_fashion_dataset/17184.jpg,U.S. Polo Assn. Men Stripes Blue Shirt for Casual usage in Winter
sample_fashion_dataset/26277.jpg,Proline Men Blue Polo T-shirt for Casual usage in Summer
sample_fashion_dataset/28534.jpg,Nike Men Sublimated White T-shirt for Sports usage in Summer
sample_fashion_dataset/29276.jpg,Wrangler Women Star Blue Top for Casual usage in Summer
sample_fashion_dataset/5215.jpg,Disney Kids Girl's Pink White Sweet Hunny Pack of 2 Kidswear for Casual usage in Summer
sample_fashion_dataset/33246.jpg,Arrow Men Lavender Unstainable Slim Fit Shirt for Formal usage in Spring
sample_fashion_dataset/5197.jpg,Batman Men's Denim Patch Light Grey T-shirt for Casual usage in Summer
sample_fashion_dataset/58680.jpg,Alayna Women Pink Kurta for Ethnic usage in Fall
sample_fashion_dataset/22581.jpg,Nike Women Solid Purple Sweatshirt for Sports usage in Fall
sample_fashion_dataset/12107.jpg,W Women Cream Kurtis for Ethnic usage in Fall
sample_fashion_dataset/33021.jpg,Mother Earth Women Printed Cream Kurta for Ethnic usage in Summer
sample_fashion_dataset/14298.jpg,Classic Polo Men Printed pack of 3 Tshirts for Casual usage in Fall
sample_fashion_dataset/8318.jpg,Wildcraft Men Grey T-shirt for Casual usage in Spring
sample_fashion_dataset/54692.jpg,Shree Women Multicoloured Printed Kurta for Ethnic usage in Fall
sample_fashion_dataset/7548.jpg,Nike Men's As Walkthrough Black T-shirt for Sports usage in Summer
sample_fashion_dataset/33165.jpg,Sepia Women Blue Top for Casual usage in Summer
sample_fashion_dataset/11741.jpg,Lee Men Stripes Navy Blue T-shirt for Casual usage in Fall
sample_fashion_dataset/34910.jpg,Fabindia Black Hand Printed Chanderi Dupatta for Ethnic usage in Summer
sample_fashion_dataset/22073.jpg,Vishudh Women Printed Green Kurta for Ethnic usage in Fall
sample_fashion_dataset/40934.jpg,Gini and JonyBoys Around the World White Shirts for Casual usage in Summer
sample_fashion_dataset/54991.jpg,Femella Women Peach Kaftan Top for Casual usage in Fall
sample_fashion_dataset/11048.jpg,Scullers Men Check Red Shirts for Casual usage in Fall
sample_fashion_dataset/45942.jpg,Mumbai Slang Women Pink Top for Casual usage in Summer
sample_fashion_dataset/25032.jpg,Nike Men Black Puffer Jacket for Sports usage in Fall
sample_fashion_dataset/42584.jpg,United Colors of Benetton Men White T-shirt for Casual usage in Summer
sample_fashion_dataset/37761.jpg,John Players Men Check Green Shirt for Casual usage in Summer
sample_fashion_dataset/52072.jpg,Myntra Men Blue T-shirt for Casual usage in Summer
sample_fashion_dataset/7199.jpg,Jealous 21 Women White Knit With Face Printed Top for Casual usage in Fall
sample_fashion_dataset/11269.jpg,Nike Men Laced Crew Black T-Shirts for Sports usage in Fall
sample_fashion_dataset/8405.jpg,ADIDAS Men M Rsp Tee Black T-Shirts for Sports usage in Fall
sample_fashion_dataset/13857.jpg,Scullers Men Check Blue Shirts for Casual usage in Fall
sample_fashion_dataset/11624.jpg,W Women Printed Grey Kurtas for Ethnic usage in Summer
sample_fashion_dataset/44633.jpg,Nike Women Magenta T-shirt for Sports usage in Summer
sample_fashion_dataset/6760.jpg,Timberland Men's Asortd Strp Pique Navy T-Shirt for Casual usage in Summer
sample_fashion_dataset/43664.jpg,ONLY Women Pink Tunic for Casual usage in Summer
sample_fashion_dataset/11014.jpg,Wrangler Women Polka Blue Shirts for Casual usage in Fall
sample_fashion_dataset/3747.jpg,Status Quo Men's Sound Off Black T-shirt for Casual usage in Summer
sample_fashion_dataset/17259.jpg,U.S. Polo Assn. Men Solid Black  Polo Tshirt for Casual usage in Fall
sample_fashion_dataset/15647.jpg,Nike Men Runng Black Jerseys for Sports usage in Fall
sample_fashion_dataset/2785.jpg,Ediots Men's Zindagi Jhand Hai Black T-shirt for Casual usage in Summer
sample_fashion_dataset/38952.jpg,Gini and Jony Boys Pack of 2 T-shirts for Casual usage in Summer
sample_fashion_dataset/13491.jpg,Inkfruit Women Printed Purple Tshirts for Casual usage in Fall
sample_fashion_dataset/36236.jpg,W Women Printed Blue Kurta for Ethnic usage in Summer
sample_fashion_dataset/41380.jpg,Wrangler Women White Katie Top for Casual usage in Summer
sample_fashion_dataset/58375.jpg,Locomotive Men Blue T-shirt for Casual usage in Summer
sample_fashion_dataset/37733.jpg,John Players Men Check Grey Shirt for Casual usage in Summer
sample_fashion_dataset/12910.jpg,Spykar Men Mandarin Collar Blue Shirts for Casual usage in Fall
sample_fashion_dataset/15106.jpg,Mother Earth Women Stripes Green Kurtis for Ethnic usage in Fall
sample_fashion_dataset/23129.jpg,Chhota Bheem Kids Boys Bheem Expressions Yellow T-shirt for Casual usage in Fall
sample_fashion_dataset/19955.jpg,United Colors Of Benetton Men Purple Sweater for Casual usage in Fall
sample_fashion_dataset/48248.jpg,The Amazing Spiderman Boys Black T-shirt for Casual usage in Summer
sample_fashion_dataset/5448.jpg,Nike Men's Training White Blue T-shirt for Casual usage in Summer
sample_fashion_dataset/19838.jpg,U.S. Polo Assn. Men Check Red Shirt for Casual usage in Fall
sample_fashion_dataset/31269.jpg,Puma Men Hamburg Graphic Green T-shirt for Casual usage in Summer
sample_fashion_dataset/52112.jpg,Myntra Women Multi Coloured Kurti for Ethnic usage in Summer
sample_fashion_dataset/54598.jpg,Sushilas Women Printed Pink Kurta for Ethnic usage in Summer
sample_fashion_dataset/33064.jpg,U.S. Polo Assn. Denim Co. Men Check Blue Shirt for Casual usage in Summer
sample_fashion_dataset/1755.jpg,Lotto Men Jasper Street Red T-shirt for Casual usage in Fall
sample_fashion_dataset/39230.jpg,Femella Women Green Top for Casual usage in Summer
sample_fashion_dataset/37166.jpg,United Colors of Benetton Women Red Top for Casual usage in Summer
sample_fashion_dataset/11420.jpg,United Colors of Benetton Men Light Winter Blue Tshirts for Casual usage in Fall
sample_fashion_dataset/8551.jpg,Basics Men Brown T-shirt for Casual usage in Fall
sample_fashion_dataset/16135.jpg,Tokyo Talkies Women Printed White Top for Casual usage in Fall
sample_fashion_dataset/37948.jpg,Mineral Women Blue Floral Print Shirt for Casual usage in Summer
sample_fashion_dataset/24387.jpg,Folklore Women Brown Printed Kurta for Ethnic usage in Fall
sample_fashion_dataset/7691.jpg,Puma Women's Logo Plus Black T-shirt for Sports usage in Fall
sample_fashion_dataset/15097.jpg,Mother Earth Women Printed Pink Kurtas for Ethnic usage in Fall
sample_fashion_dataset/37934.jpg,Mineral Women Purple Top for Casual usage in Summer
sample_fashion_dataset/12026.jpg,Mark Taylor Men White Striped Shirt for Formal usage in Fall
sample_fashion_dataset/22072.jpg,Vishudh Women Printed Green Kurta for Ethnic usage in Fall
sample_fashion_dataset/48064.jpg,French Connection Men White Check Shirt for Casual usage in Summer
sample_fashion_dataset/9862.jpg,Status Quo Men Red Polo Tshirts for Casual usage in Fall
sample_fashion_dataset/18509.jpg,C Vox Men Bubble 1344 Black Jacket for Casual usage in Fall
sample_fashion_dataset/48074.jpg,French Connection Men Purple T-shirt for Casual usage in Summer
sample_fashion_dataset/23985.jpg,Peter England Men Purple Striped Shirt for Formal usage in Fall
sample_fashion_dataset/17515.jpg,Jealous 21 Women Solid Pink Sweater for Casual usage in Fall
sample_fashion_dataset/7534.jpg,Nike men's As Nike Spher White Orange T-shirt for Sports usage in Summer
sample_fashion_dataset/44873.jpg,Puma Men White Summer T-shirt for Casual usage in Summer
sample_fashion_dataset/54691.jpg,Shree Women Multicoloured Printed Kurta for Ethnic usage in Summer
sample_fashion_dataset/27593.jpg,Scullers Men Navy Blue T-shirt for Casual usage in Summer
sample_fashion_dataset/10884.jpg,Wrangler Men Grey Glow In Dark T-shirt for Casual usage in Fall
sample_fashion_dataset/6578.jpg,Inkfruit Men's War Dark Grey T-shirt for Casual usage in Winter
sample_fashion_dataset/31385.jpg,Locomotive Men Printed Grey T-shirt for Casual usage in Summer
sample_fashion_dataset/11430.jpg,United Colors of Benetton Women Brown T-shirt for Casual usage in Fall
sample_fashion_dataset/13155.jpg,Puma Men Vintage No.1 Logo Blue Tshirts for Casual usage in Fall
sample_fashion_dataset/29296.jpg,Wrangler Women Printed Black T-shirt for Casual usage in Summer
sample_fashion_dataset/7829.jpg,Proline Men Grey Printed T-shirt for Casual usage in Fall
sample_fashion_dataset/14702.jpg,Basics Men Black Jackets for Casual usage in Fall
sample_fashion_dataset/57188.jpg,Elle Women Lavender Tunic for Casual usage in Summer
sample_fashion_dataset/2169.jpg,Probase Men Red & Blue Shirt for Casual usage in Summer
sample_fashion_dataset/10050.jpg,Puma Men Usain Bolt Black Tshirts for Casual usage in Fall
sample_fashion_dataset/7558.jpg,Nike Men's Sublimated Dark Grey T-shirt for Sports usage in Summer
sample_fashion_dataset/53126.jpg,Myntra Women Blue T-shirt for Casual usage in Summer
sample_fashion_dataset/3045.jpg,Tantra Men's Tiger Black T-shirt for Casual usage in Summer
sample_fashion_dataset/10882.jpg,Wrangler Men Blue American Photo Print T-shirt for Casual usage in Fall
sample_fashion_dataset/36817.jpg,Vishudh Women Green Printed Kurta for Ethnic usage in Summer
sample_fashion_dataset/43079.jpg,Nike Womens White Top for Sports usage in Summer
sample_fashion_dataset/9692.jpg,Classic Polo Men Ikon Navy Blue Polo Tshirts for Casual usage in Fall
sample_fashion_dataset/2269.jpg,Nike Light Green Women T-shirt for Sports usage in Fall
sample_fashion_dataset/42546.jpg,Mother Earth Women Red Kurta for Ethnic usage in Summer
sample_fashion_dataset/11378.jpg,United Colors of Benetton Men Summer White Shirts for Formal usage in Fall
sample_fashion_dataset/32460.jpg,ADIDAS Men Blue T-shirt for Sports usage in Summer
sample_fashion_dataset/24697.jpg,Probase Men Brown Check Shirt for Casual usage in Fall
sample_fashion_dataset/12579.jpg,Tantra Women Orange Printed T-shirt for Casual usage in Fall
sample_fashion_dataset/30645.jpg,Nike Men Barca Rugby Maroon T-shirt for Sports usage in Summer
sample_fashion_dataset/37603.jpg,Madagascar3 Girls Purple Printed T-Shirt for Casual usage in Summer
sample_fashion_dataset/16001.jpg,Turtle Solid Men Blue Sweaters for Casual usage in Fall
sample_fashion_dataset/28958.jpg,BIBA Women Printed White Kurta for Ethnic usage in Summer
sample_fashion_dataset/21892.jpg,BIBA Women Printed Purple Kurta for Ethnic usage in Fall
sample_fashion_dataset/8447.jpg,Jealous 21 Women Jealous Palila Purple Top Purple Tops for Casual usage in Fall
sample_fashion_dataset/28741.jpg,W Women Printed Off White Kurta for Ethnic usage in Summer
sample_fashion_dataset/11591.jpg,W Women Printed Blue Kurtas for Ethnic usage in Summer
sample_fashion_dataset/20103.jpg,Diva Women Printed Magenta Kurta for Ethnic usage in Fall
sample_fashion_dataset/4624.jpg,Jealous 21 Women Knit White Top for Casual usage in Summer
sample_fashion_dataset/19618.jpg,United Colors of Benetton Women Solid Black Top for Casual usage in Summer
sample_fashion_dataset/29021.jpg,ADIDAS Men Aess Crew Grey T-shirt for Casual usage in Summer
sample_fashion_dataset/16814.jpg,Locomotive Men Check Blue Shirt for Casual usage in Fall
sample_fashion_dataset/39331.jpg,Gini & Jony Boys White T-shirt for Casual usage in Summer
sample_fashion_dataset/7142.jpg,Scullers For Her Women Light Work Purple Check Shirts for Casual usage in Fall
sample_fashion_dataset/22049.jpg,Vishudh Women Blue Printed Kurta for Ethnic usage in Fall
sample_fashion_dataset/20098.jpg,Diva Women Printed Pink Kurta for Ethnic usage in Fall
sample_fashion_dataset/34246.jpg,Proline Men Red T-shirt with Printed Detail for Casual usage in Summer
sample_fashion_dataset/43269.jpg,Aneri Women Pink Kurta for Ethnic usage in Summer
sample_fashion_dataset/4722.jpg,Disney Kids Girl's Jeans Purple Teen Kidswear for Casual usage in Summer
sample_fashion_dataset/24237.jpg,La-Emotio Women Green Kurta for Ethnic usage in Fall
sample_fashion_dataset/50714.jpg,Doodle Boys white Printed T-Shirt for Casual usage in Summer
sample_fashion_dataset/6593.jpg,Spykar Women's Sleeveles White Top for Casual usage in Summer
sample_fashion_dataset/15583.jpg,Proline Men Solid Blue Polo Tshirt for Casual usage in Fall
sample_fashion_dataset/16553.jpg,Basics Men White Printed Polo T-shirt for Casual usage in Fall
sample_fashion_dataset/22367.jpg,Ed Hardy Men Vintage  Brick Red T-Shirt for Casual usage in Fall
sample_fashion_dataset/24874.jpg,United Colors of Benetton Kids Boys Maroon Striped T-shirt for Casual usage in Summer
sample_fashion_dataset/34032.jpg,Gini and Jony Boys Check Green Shirt for Casual usage in Summer
sample_fashion_dataset/19837.jpg,U.S. Polo Assn. Men Check Green Shirt for Casual usage in Fall
sample_fashion_dataset/38594.jpg,Nike Women White Scoop T-shirt for Casual usage in Summer
sample_fashion_dataset/5112.jpg,Wrangler Women Check Multi Color Shirt for Casual usage in Summer
sample_fashion_dataset/37633.jpg,Madagascar3 Girls Purple Printed T-Shirt for Casual usage in Summer
sample_fashion_dataset/31263.jpg,Puma Men Navy Blue T-shirt for Casual usage in Summer
sample_fashion_dataset/34192.jpg,Proline Men Striped Red & Blue Polo T-shirt for Casual usage in Summer
sample_fashion_dataset/9347.jpg,Puma Men Motorsport White Shirts for Casual usage in Fall
sample_fashion_dataset/15328.jpg,Nike Men Solid Blue Sweaters for Sports usage in Fall
sample_fashion_dataset/1617.jpg,Reebok Men Shoot T-Shirt Red for Sports usage in Fall
sample_fashion_dataset/38479.jpg,Gini and Jony Boys Core Green T-shirt for Casual usage in Summer
sample_fashion_dataset/12251.jpg,Genesis Men Stripes Navy Blue Shirts for Formal usage in Fall
sample_fashion_dataset/11764.jpg,Lee Women Printed Pink Tshirts for Casual usage in Fall
sample_fashion_dataset/33561.jpg,Wrangler Women Big Rodeo Green T-shirt for Casual usage in Summer
sample_fashion_dataset/28738.jpg,W Women Printed White & Red Kurta for Ethnic usage in Summer
sample_fashion_dataset/33024.jpg,Mother Earth Women White Kurta for Ethnic usage in Summer
sample_fashion_dataset/9639.jpg,Indigo Nation Men Checks Blue Shirts for Casual usage in Fall
sample_fashion_dataset/31627.jpg,Indigo Nation Men Check Navy Blue Shirt for Casual usage in Summer
sample_fashion_dataset/37720.jpg,John Players Men Polo Grey T-shirt for Casual usage in Summer
sample_fashion_dataset/42213.jpg,Sepia Women Orange Top for Casual usage in Summer
sample_fashion_dataset/21126.jpg,s.Oliver Women White Shirt for Casual usage in Fall
sample_fashion_dataset/19327.jpg,Myntra Men Solid Blue Sweatshirt for Casual usage in Fall
sample_fashion_dataset/12833.jpg,Ant Kids Spirit Green Tshirts for Casual usage in Fall
sample_fashion_dataset/31120.jpg,Palm Tree Girls Pink Top for Casual usage in Summer
sample_fashion_dataset/38633.jpg,Nike Men Blue T-shirt for Casual usage in Summer
sample_fashion_dataset/6985.jpg,s.Oliver Men's Denim Dstrct White T-shirt for Casual usage in Summer
sample_fashion_dataset/31234.jpg,Puma Men Blue Striped Polo T-shirt for Casual usage in Summer
sample_fashion_dataset/8341.jpg,Doodle Boy's Volleyball Champion Green White Kidswear for Casual usage in Fall
sample_fashion_dataset/38286.jpg,Kids Ville Girls Blue Printed T-shirt for Casual usage in Summer
sample_fashion_dataset/36206.jpg,Gini Jony Boys Black Shirt for Casual usage in Summer
sample_fashion_dataset/1890.jpg,FIFA Mens Essentials Red T-shirt for Casual usage in Winter
sample_fashion_dataset/11434.jpg,United Colors of Benetton Women Light Winter Grey Tops for Casual usage in Fall
sample_fashion_dataset/52153.jpg,Femella Women Green Top for Casual usage in Summer
sample_fashion_dataset/5129.jpg,Wrangler Women Rose Bouquet White Blue Shirt for Casual usage in Summer
sample_fashion_dataset/19987.jpg,United Colors of Benetton Women Solid Blue Top for Casual usage in Summer
sample_fashion_dataset/19993.jpg,United Colors Of Benetton Men Black T-shirt for Casual usage in Summer
sample_fashion_dataset/10409.jpg,United Colors of Benetton Men Green Polo Tshirts for Casual usage in Fall
sample_fashion_dataset/42106.jpg,ADIDAS Men White T-shirt for Casual usage in Summer
sample_fashion_dataset/19150.jpg,United Colors of Benetton Men Grey Polo Tshirt for Casual usage in Summer
sample_fashion_dataset/36231.jpg,Nike Women White Revolution Sports Shoes for Sports usage in Summer
sample_fashion_dataset/35490.jpg,Bata Men Remo Black Formal Shoes for Formal usage in Summer
sample_fashion_dataset/33820.jpg,Puma Men White Axis Sports Shoes for Sports usage in Summer
sample_fashion_dataset/6658.jpg,Nike Women Dunk Low Light Brown Shoe for Casual usage in Summer
sample_fashion_dataset/6682.jpg,Nike Men's Air Max 90 Black Shoe for Sports usage in Summer
sample_fashion_dataset/6746.jpg,Nike Men's OverPlay VI Black Shoe for Sports usage in Summer
sample_fashion_dataset/34821.jpg,ADIDAS Men Neptune White Sports Shoes for Sports usage in Summer
sample_fashion_dataset/15400.jpg,FILA Men FILA Runner White Sports Shoes for Sports usage in Fall
sample_fashion_dataset/33512.jpg,Cobblerz Women Black Casual Shoes for Casual usage in Summer
sample_fashion_dataset/9051.jpg,ADIDAS Men Speed Boat Grey Sports Shoes for Sports usage in Fall
sample_fashion_dataset/39887.jpg,ADIDAS Men White Twenty2Yds Sports Shoes for Sports usage in Summer
sample_fashion_dataset/17690.jpg,Vans Men Chukka Low Grey Casual Shoes for Casual usage in Fall
sample_fashion_dataset/36424.jpg,Spinn Men Bostern Road White Sports Shoes for Sports usage in Summer
sample_fashion_dataset/46601.jpg,Catwalk Women Gold Coloured Heels for Casual usage in Winter
sample_fashion_dataset/39601.jpg,Catwalk Women Black Heels for Casual usage in Winter
sample_fashion_dataset/47581.jpg,Portia Women Silver & Maroon Flats for Casual usage in Winter
sample_fashion_dataset/34518.jpg,ADIDAS Women Color Can Pink Shoes for Casual usage in Summer
sample_fashion_dataset/31686.jpg,Nike Women Fivekay Gold Shoes for Casual usage in Summer
sample_fashion_dataset/39873.jpg,Catwalk Women Silver Flats for Casual usage in Winter
sample_fashion_dataset/34651.jpg,Fila Women Top Fuel Black Sports Shoes for Sports usage in Fall
sample_fashion_dataset/45826.jpg,Senorita Women Blue Flats for Casual usage in Summer
sample_fashion_dataset/4021.jpg,ADIDAS Unisex Color Blast Black Red Shoe for Casual usage in Summer
sample_fashion_dataset/32190.jpg,ADIDAS Women Duramo Pink Sports Shoes for Sports usage in Summer
sample_fashion_dataset/3252.jpg,Puma Men's Suede Archive Black White Shoe for Sports usage in Fall
sample_fashion_dataset/44411.jpg,Red Tape Men Brown Shoes for Casual usage in Winter
sample_fashion_dataset/54142.jpg,Rocia Women Beige Sandals for Casual usage in Winter
sample_fashion_dataset/12883.jpg,Converse Unisex Brush Print Green Casual Shoes for Casual usage in Fall
sample_fashion_dataset/2630.jpg,Carlton London Women Four Strapped Red Sandal for Casual usage in Fall
sample_fashion_dataset/35474.jpg,Catwalk Women Ruffles Blue Flats for Casual usage in Winter
sample_fashion_dataset/17005.jpg,Rocia Women Black Heels for Casual usage in Winter
sample_fashion_dataset/39886.jpg,ADIDAS Unisex Black Clima Low Shoes for Casual usage in Summer
sample_fashion_dataset/13204.jpg,ASICS Men Gel Pulse III Running Black Sports Shoes for Sports usage in Fall
sample_fashion_dataset/17701.jpg,Vans Men Chauffeur Navy Blue Casual Shoes for Casual usage in Fall
sample_fashion_dataset/56405.jpg,Rocia Women Black Sandals for Casual usage in Winter
sample_fashion_dataset/43937.jpg,Catwalk Women Black & Pink Heels for Casual usage in Winter
sample_fashion_dataset/22859.jpg,Woodland Men Khaki Casual Shoes for Casual usage in Summer
sample_fashion_dataset/7733.jpg,Fila Men's Dragger Red Black Shoe for Sports usage in Fall
sample_fashion_dataset/43884.jpg,Puma Men Grey Street Jump Shoes for Casual usage in Summer
sample_fashion_dataset/24468.jpg,ID Men Brown Casual Shoes for Casual usage in Fall
sample_fashion_dataset/13383.jpg,Timberland Women Femmes Brown Casual Shoes for Casual usage in Fall
sample_fashion_dataset/34449.jpg,Rocia Women Brown Sandals for Casual usage in Winter
sample_fashion_dataset/25447.jpg,Nike Men Casual Navy Blue Shoes for Casual usage in Summer
sample_fashion_dataset/31976.jpg,Nike Women Lunarswift +3 Grey Sports Shoes for Sports usage in Summer
sample_fashion_dataset/12872.jpg,Lee Cooper Men Formal Black Shoes for Formal usage in Spring
sample_fashion_dataset/22131.jpg,Provogue Men Black Formal Shoes for Formal usage in Fall
sample_fashion_dataset/31218.jpg,Lotto Men Sneak Grey Casual Shoes for Casual usage in Summer
sample_fashion_dataset/47447.jpg,Tiptopp Women Brown Sandals for Casual usage in Summer
sample_fashion_dataset/23885.jpg,Fila Men Grey Hex Sports Shoes for Sports usage in Winter
sample_fashion_dataset/21471.jpg,Roxy Women Purple Casual Shoes for Casual usage in Winter
sample_fashion_dataset/17485.jpg,Fila Men DLS Slam White Sports Shoe for Sports usage in Fall
sample_fashion_dataset/22494.jpg,ADIDAS Men  Adistar Salvation 3 White Sports Shoes for Sports usage in Fall
sample_fashion_dataset/9720.jpg,Lotto Men Lima Black Sports Shoes for Sports usage in Summer
sample_fashion_dataset/8249.jpg,Converse Unisex Chuck Logo Print Black Canvas for Casual usage in Summer
sample_fashion_dataset/9395.jpg,Nike Men Nike Lunareli +2 Black Sports Shoes for Sports usage in Fall
sample_fashion_dataset/42737.jpg,Rocia Women Brown Sandals for Casual usage in Winter
sample_fashion_dataset/33092.jpg,Catwalk Women Gold Flats for Casual usage in Winter
sample_fashion_dataset/26621.jpg,Puma Men Kevler Runner White Sports Shoes for Sports usage in Summer
sample_fashion_dataset/10272.jpg,Clarks Women Soma Silk Graphite Leather Grey Heels for Casual usage in Fall
sample_fashion_dataset/32556.jpg,Playboy Men Blue Shoes for Casual usage in Summer
sample_fashion_dataset/7374.jpg,Red Tape Men's Stone Casual Shoe for Casual usage in Winter
sample_fashion_dataset/47620.jpg,Portia Women Black Flats for Casual usage in Fall
sample_fashion_dataset/7729.jpg,Puma Men's 917 Mid Funpack Black Yellow White Shoe for Casual usage in Fall
sample_fashion_dataset/14364.jpg,Catwalk Women Casual Blue Flats for Casual usage in Winter
sample_fashion_dataset/23246.jpg,Arrow Men Formal Black Shoe for Formal usage in Fall
sample_fashion_dataset/20814.jpg,Redtape Men Sporty Look White Casual Shoe for Casual usage in Winter
sample_fashion_dataset/43366.jpg,Reebok Women Navy Blue Casual Shoes for Casual usage in Summer
sample_fashion_dataset/50419.jpg,U.S. Polo Assn. Men Brown Derby Formal Shoes for Formal usage in Summer
sample_fashion_dataset/24077.jpg,Catwalk Women Brown Sandals for Casual usage in Winter
sample_fashion_dataset/14495.jpg,Flying Machine Men Casual Navy Blue Casual Shoes for Casual usage in Fall
sample_fashion_dataset/35427.jpg,ADIDAS Women Neptune White Sports Shoes for Sports usage in Summer
sample_fashion_dataset/20700.jpg,Buckaroo Men  Fiesta Brown Casual Shoes for Casual usage in Winter
sample_fashion_dataset/35409.jpg,Enroute Men Black Formal Shoes for Formal usage in Summer
sample_fashion_dataset/39580.jpg,Catwalk Women Brown Flats for Casual usage in Winter
sample_fashion_dataset/17665.jpg,Catwalk Women Back Strap Black Casual Shoe for Casual usage in Winter
sample_fashion_dataset/13654.jpg,ADIDAS Black Speed Boat Casual Shoe for Casual usage in Fall
sample_fashion_dataset/2889.jpg,Catwalk Women Leather Cutshoe Brown Flats for Casual usage in Winter
sample_fashion_dataset/36943.jpg,Fila Men DLS Bound Black Sports Shoes for Sports usage in Summer
sample_fashion_dataset/5341.jpg,Carlton London Women Silver Floral Print Sandals for Casual usage in Summer
sample_fashion_dataset/15359.jpg,Red Tape Men Casual Black Casual Shoes for Formal usage in Winter
sample_fashion_dataset/47624.jpg,Portia Women Maroon Flats for Casual usage in Fall
sample_fashion_dataset/24411.jpg,ADIDAS Men TC Clima Mid Black Sports Shoes for Sports usage in Summer
sample_fashion_dataset/49491.jpg,Vans Men Blue & Black Era Shoes for Casual usage in Summer
sample_fashion_dataset/41824.jpg,Skechers Women Silver Sports Shoes for Sports usage in Summer
sample_fashion_dataset/5463.jpg,Nike Men's Street Pana White Shoe for Sports usage in Summer
sample_fashion_dataset/34829.jpg,ADIDAS Men Bolt Navy Blue Sports Shoes for Sports usage in Summer
sample_fashion_dataset/13681.jpg,ADIDAS Women Furano 3 Sports Shoes for Sports usage in Fall
sample_fashion_dataset/47182.jpg,Ganuchi Men Blue Casual Shoes for Casual usage in Summer
sample_fashion_dataset/23926.jpg,Lotto Men Grey Chamonix Sports Shoes for Sports usage in Summer
sample_fashion_dataset/50165.jpg,Rocia Women Black Wedges for Casual usage in Winter
sample_fashion_dataset/15064.jpg,Franco Leone Men Brown Formal Shoes for Formal usage in Summer
sample_fashion_dataset/34753.jpg,Puma Men EI Vuelo Mid Leather Black Shoes for Casual usage in Summer
sample_fashion_dataset/1836.jpg,Nike Air Visi Sleek Shoes for Sports usage in Fall
sample_fashion_dataset/15719.jpg,Nike Men Egoli FG Fluorescent Green Sports Shoes for Sports usage in Fall
sample_fashion_dataset/22821.jpg,Woodland Men Brown Trekking Shoes for Sports usage in Summer
sample_fashion_dataset/46086.jpg,ADIDAS Women Lavender Hagkok Sports Shoes for Sports usage in Summer
